SENT,1745182878.0878875,85,17757
ACK,1745182878.1208243,66,17757
ACK,1745182878.120851,67,17796
SENT,1745182878.121105,86,17796
SENT,1745182878.1211088,87,17796
ACK,1745182878.1238208,68,17796
SENT,1745182878.1240296,88,17799
ACK,1745182878.156216,69,17799
ACK,1745182878.156247,70,17834
SENT,1745182878.1565304,89,17834
SENT,1745182878.1565344,90,17834
ACK,1745182878.2194042,71,17834
ACK,1745182878.2194319,72,17892
ACK,1745182878.219445,73,17892
SENT,1745182878.2197998,91,17892
SENT,1745182878.2198036,92,17892
SENT,1745182878.219806,93,17892
ACK,1745182878.2520094,74,17892
SENT,1745182878.252242,94,17917
ACK,1745182878.414932,75,17917
ACK,1745182878.414964,76,17993
ACK,1745182878.4149783,77,17993
SENT,1745182878.4154263,95,17993
SENT,1745182878.4154305,96,17993
SENT,1745182878.4154334,97,17993
SENT,1745182878.415436,98,17993
ACK,1745182878.4163566,78,17993
SENT,1745182878.4165401,99,17993
ACK,1745182878.4189177,79,17993
SENT,1745182878.4190733,100,17993
ACK,1745182878.451891,80,17993
ACK,1745182878.4519174,81,17998
SENT,1745182878.4521642,101,17998
SENT,1745182878.4521685,102,17998
ACK,1745182878.4541826,82,17998
SENT,1745182878.4543684,103,17998
ACK,1745182878.4882898,83,17998
ACK,1745182878.4883232,84,17999
SENT,1745182878.4887068,104,17999
SENT,1745182878.4887118,105,17999
ACK,1745182878.4899383,85,17999
SENT,1745182878.490134,106,17999
ACK,1745182878.5237374,86,17999
ACK,1745182878.5237632,87,17997
SENT,1745182878.5240145,107,17997
SENT,1745182878.5240188,108,17997
ACK,1745182878.5258844,88,17997
SENT,1745182878.5260453,109,17996
ACK,1745182878.5589817,89,17996
ACK,1745182878.5590048,90,17990
SENT,1745182878.559239,110,17990
SENT,1745182878.5592427,111,17990
ACK,1745182878.622624,91,17990
ACK,1745182878.6226552,92,17968
ACK,1745182878.622668,93,17968
SENT,1745182878.6230423,112,17968
SENT,1745182878.6230485,113,17968
SENT,1745182878.6230524,114,17968
ACK,1745182878.6543481,94,17968
SENT,1745182878.65468,115,17952
ACK,1745182878.8174384,95,17952
ACK,1745182878.8175027,96,17821
ACK,1745182878.8175194,97,17821
ACK,1745182878.8175328,98,17821
SENT,1745182878.8179417,116,17821
SENT,1745182878.817946,117,17821
SENT,1745182878.8179483,118,17821
ACK,1745182878.8188887,99,17821
SENT,1745182878.8190477,119,17820
ACK,1745182878.820883,100,17820
SENT,1745182878.8211114,120,17817
ACK,1745182878.8548636,101,17817
ACK,1745182878.8549082,102,17779
SENT,1745182878.8553247,121,17779
SENT,1745182878.8553314,122,17779
ACK,1745182878.8565152,103,17779
SENT,1745182878.8568,123,17778
ACK,1745182878.8909163,104,17778
ACK,1745182878.8909566,105,17735
ACK,1745182878.890979,106,17735
SENT,1745182878.891383,124,17735
SENT,1745182878.8913896,125,17735
SENT,1745182878.9189723,126,17735
ACK,1745182878.9263582,107,17735
ACK,1745182878.9263875,108,17688
SENT,1745182878.926624,127,17688
ACK,1745182878.9277315,109,17688
SENT,1745182878.9278958,128,17686
SENT,1745182878.9562151,129,17686
ACK,1745182878.9615777,110,17686
ACK,1745182878.9615996,111,17637
SENT,1745182878.961754,130,17637
SENT,1745182878.9874482,131,17637
ACK,1745182879.0258172,112,17637
ACK,1745182879.025857,113,17535
ACK,1745182879.0258758,114,17535
SENT,1745182879.026332,132,17535
SENT,1745182879.0263412,133,17535
SENT,1745182879.0539424,134,17535
ACK,1745182879.0570025,115,17535
SENT,1745182879.0572243,135,17481
ACK,1745182879.2199714,116,17481
ACK,1745182879.2200222,117,17152
ACK,1745182879.2200425,118,17152
ACK,1745182879.220058,119,17152
SENT,1745182879.2208314,136,17152
SENT,1745182879.2208395,137,17152
SENT,1745182879.2208433,138,17152
ACK,1745182879.2232778,120,17152
SENT,1745182879.2235208,139,17145
ACK,1745182879.257707,121,17145
ACK,1745182879.2577376,122,17065
ACK,1745182879.257751,123,17065
SENT,1745182879.2581005,140,17065
SENT,1745182879.2581048,141,17065
SENT,1745182879.2866364,142,17065
ACK,1745182879.2939289,124,17065
ACK,1745182879.2939625,125,16978
SENT,1745182879.2941709,143,16978
ACK,1745182879.3212528,126,16978
SENT,1745182879.3215325,144,16910
ACK,1745182879.3287141,127,16910
ACK,1745182879.3287346,128,16891
SENT,1745182879.328896,145,16891
SENT,1745182879.3583705,146,16891
SENT,1745182879.3583748,147,16891
ACK,1745182879.3586462,129,16891
SENT,1745182879.3588111,148,16813
ACK,1745182879.3639052,130,16813
SENT,1745182879.3640776,149,16799
ACK,1745182879.390103,131,16799
SENT,1745182879.3903203,150,16729
ACK,1745182879.4290478,132,16729
ACK,1745182879.429085,133,16621
SENT,1745182879.4294498,151,16621
SENT,1745182879.4294538,152,16621
ACK,1745182879.4565053,134,16621
SENT,1745182879.456714,153,16542
ACK,1745182879.459568,135,16542
SENT,1745182879.4598265,154,16534
ACK,1745182879.62269,136,16534
ACK,1745182879.6227257,137,16027
ACK,1745182879.6227438,138,16027
SENT,1745182879.6232257,155,16027
SENT,1745182879.6232305,156,16027
SENT,1745182879.6232362,157,16027
ACK,1745182879.625512,139,16027
SENT,1745182879.6257584,158,16018
ACK,1745182879.6604347,140,16018
ACK,1745182879.6605105,141,15901
SENT,1745182879.6608212,159,15900
SENT,1745182879.660826,160,15900
ACK,1745182879.6889036,142,15900
ACK,1745182879.6966271,143,15803
SENT,1745182879.6968932,161,15776
ACK,1745182879.7240286,144,15776
SENT,1745182879.724311,162,15680
ACK,1745182879.7310987,145,15680
SENT,1745182879.7312672,163,15655
ACK,1745182879.7601054,146,15655
ACK,1745182879.7601285,147,15551
ACK,1745182879.7601416,148,15551
SENT,1745182879.7603097,164,15551
ACK,1745182879.7659683,149,15551
SENT,1745182879.7661312,165,15530
ACK,1745182879.7927153,150,15530
ACK,1745182879.8320348,151,15432
ACK,1745182879.8320858,152,15285
SENT,1745182879.8326216,166,15285
SENT,1745182879.8326273,167,15285
ACK,1745182879.858993,153,15285
SENT,1745182879.8592205,168,15183
ACK,1745182879.8617966,154,15183
SENT,1745182879.862023,169,15172
ACK,1745182880.025987,155,15172
ACK,1745182880.026021,156,14516
ACK,1745182880.0260358,157,14516
SENT,1745182880.0263977,170,14516
SENT,1745182880.0264034,171,14516
ACK,1745182880.0275142,158,14516
SENT,1745182880.0277357,172,14510
ACK,1745182880.0632842,159,14510
ACK,1745182880.0633137,160,14360
SENT,1745182880.0636315,173,14360
SENT,1745182880.0636358,174,14360
ACK,1745182880.099036,161,14360
SENT,1745182880.099276,175,14208
ACK,1745182880.126681,162,14208
SENT,1745182880.1269069,176,14089
ACK,1745182880.133293,163,14089
SENT,1745182880.1334858,177,14061
ACK,1745182880.1624293,164,14061
SENT,1745182880.1626258,178,13934
ACK,1745182880.1680386,165,13934
SENT,1745182880.168207,179,13909
ACK,1745182880.2351723,166,13909
ACK,1745182880.2352045,167,13612
SENT,1745182880.2356274,180,13611
SENT,1745182880.235636,181,13611
ACK,1745182880.2614405,168,13611
SENT,1745182880.26169,182,13493
ACK,1745182880.2638016,169,13493
SENT,1745182880.2639778,183,13483
ACK,1745182880.4284477,170,13483
ACK,1745182880.4285283,171,12720
ACK,1745182880.428544,172,12720
SENT,1745182880.4289572,184,12720
SENT,1745182880.4289615,185,12720
SENT,1745182880.4289646,186,12720
ACK,1745182880.466123,173,12720
ACK,1745182880.466157,174,12541
SENT,1745182880.466405,187,12541
ACK,1745182880.501643,175,12541
SENT,1745182880.501951,188,12372
ACK,1745182880.5292442,176,12372
SENT,1745182880.529528,189,12239
ACK,1745182880.5355403,177,12239
SENT,1745182880.5357463,190,12208
ACK,1745182880.5648346,178,12208
SENT,1745182880.5650644,191,12066
ACK,1745182880.5705748,179,12066
SENT,1745182880.5708046,192,12038
ACK,1745182880.6381557,180,12038
ACK,1745182880.638186,181,11708
SENT,1745182880.6385193,193,11708
SENT,1745182880.6385245,194,11708
ACK,1745182880.663869,182,11708
ACK,1745182880.6657994,183,11582
SENT,1745182880.6660006,195,11572
ACK,1745182880.831657,184,11572
ACK,1745182880.8316882,185,10748
ACK,1745182880.8317025,186,10748
SENT,1745182880.8320558,196,10748
SENT,1745182880.8320599,197,10748
ACK,1745182880.8686628,187,10748
SENT,1745182880.8689628,198,10562
ACK,1745182880.9043388,188,10562
SENT,1745182880.9046218,199,10383
ACK,1745182880.9317217,189,10383
SENT,1745182880.9319534,200,10246
ACK,1745182880.9381123,190,10246
SENT,1745182880.9383345,201,10214
ACK,1745182880.9673069,191,10214
SENT,1745182880.9675567,202,10067
ACK,1745182880.973081,192,10067
SENT,1745182880.9732494,203,10038
ACK,1745182881.0411518,193,10038
ACK,1745182881.0411823,194,9696
SENT,1745182881.041447,204,9696
ACK,1745182881.068642,195,9696
SENT,1745182881.068864,205,9558
ACK,1745182881.234648,196,9558
ACK,1745182881.2346787,197,8729
SENT,1745182881.2349603,206,8728
ACK,1745182881.2713912,198,8728
SENT,1745182881.271735,207,8547
ACK,1745182881.3069227,199,8547
SENT,1745182881.3072083,208,8371
ACK,1745182881.3343484,200,8371
SENT,1745182881.3346353,209,8237
ACK,1745182881.3406255,201,8237
SENT,1745182881.3408072,210,8206
ACK,1745182881.3698754,202,8206
SENT,1745182881.3700488,211,8063
ACK,1745182881.3753595,203,8063
SENT,1745182881.375557,212,8036
ACK,1745182881.4437497,204,8036
SENT,1745182881.4440525,213,7705
ACK,1745182881.4712963,205,7705
SENT,1745182881.47163,214,7573
ACK,1745182881.6371198,206,7573
SENT,1745182881.6374304,215,6793
ACK,1745182881.673902,207,6793
SENT,1745182881.674214,216,6624
ACK,1745182881.709495,208,6624
SENT,1745182881.7097588,217,6463
ACK,1745182881.7369153,209,6463
SENT,1745182881.7370794,218,6340
ACK,1745182881.7429338,210,6340
SENT,1745182881.743097,219,6313
ACK,1745182881.7722557,211,6313
SENT,1745182881.7724147,220,6183
ACK,1745182881.7777245,212,6183
SENT,1745182881.7779636,221,6159
ACK,1745182881.8461864,213,6159
SENT,1745182881.8464286,222,5861
ACK,1745182881.873884,214,5861
SENT,1745182881.8741212,223,5742
ACK,1745182882.0395062,215,5742
ACK,1745182882.0762815,216,5062
SENT,1745182882.0766642,224,4917
ACK,1745182882.1119509,217,4917
SENT,1745182882.1123273,225,4780
ACK,1745182882.1432686,218,4780
SENT,1745182882.1436174,226,4662
ACK,1745182882.1454413,219,4662
SENT,1745182882.1456823,227,4654
ACK,1745182882.1774282,220,4654
SENT,1745182882.1776373,228,4535
ACK,1745182882.180006,221,4535
SENT,1745182882.1802077,229,4526
ACK,1745182882.2487257,222,4526
SENT,1745182882.2489524,230,4279
ACK,1745182882.2758646,223,4279
SENT,1745182882.2760375,231,4185
ACK,1745182882.4787092,224,4185
ACK,1745182882.514665,225,3533
ACK,1745182882.545858,226,3429
SENT,1745182882.546157,232,3340
ACK,1745182882.5475023,227,3340
SENT,1745182882.5477033,233,3336
ACK,1745182882.5797877,228,3336
SENT,1745182882.5800228,234,3247
ACK,1745182882.582301,229,3247
SENT,1745182882.5825078,235,3241
ACK,1745182882.6511786,230,3241
SENT,1745182882.6514482,236,3062
ACK,1745182882.678162,231,3062
ACK,1745182882.9485886,232,2995
ACK,1745182882.948621,233,2443
SENT,1745182882.9489138,237,2442
ACK,1745182882.9824338,234,2442
SENT,1745182882.9826849,238,2400
ACK,1745182882.9847467,235,2400
SENT,1745182882.9849308,239,2400
ACK,1745182883.0538168,236,2400
SENT,1745182883.0540621,240,2400
ACK,1745182883.3511913,237,2400
SENT,1745182883.3515584,241,2400
ACK,1745182883.3848493,238,2400
SENT,1745182883.3850582,242,2400
ACK,1745182883.3867493,239,2400
SENT,1745182883.3869407,243,2400
ACK,1745182883.4564226,240,2400
SENT,1745182883.456725,244,2400
ACK,1745182883.7539434,241,2400
SENT,1745182883.7543156,245,2400
ACK,1745182883.7874098,242,2400
SENT,1745182883.7876995,246,2400
ACK,1745182883.7889395,243,2400
SENT,1745182883.789136,247,2400
ACK,1745182883.8588724,244,2400
SENT,1745182883.8591244,248,2400
ACK,1745182884.1566787,245,2400
SENT,1745182884.1571047,249,2710
SENT,1745182884.1571093,250,2710
ACK,1745182884.189984,246,2710
ACK,1745182884.1900108,247,2781
SENT,1745182884.190232,251,2781
ACK,1745182884.261451,248,2781
SENT,1745182884.2617188,252,2943
ACK,1745182884.559784,249,2943
ACK,1745182884.5598176,250,3769
SENT,1745182884.5602021,253,3769
SENT,1745182884.5602071,254,3769
ACK,1745182884.5926561,251,3769
SENT,1745182884.5929132,255,3874
ACK,1745182884.6636422,252,3874
SENT,1745182884.6638925,256,4109
ACK,1745182884.9629197,253,4109
ACK,1745182884.9629521,254,5225
SENT,1745182884.963338,257,5225
SENT,1745182884.963343,258,5225
SENT,1745182884.9938028,259,5225
ACK,1745182884.995384,255,5225
SENT,1745182884.9957511,260,5357
ACK,1745182885.0661721,256,5357
SENT,1745182885.0664446,261,5651
ACK,1745182885.365956,257,5651
ACK,1745182885.365993,258,6986
SENT,1745182885.3663893,262,6986
SENT,1745182885.3663936,263,6986
ACK,1745182885.396288,259,6986
SENT,1745182885.396592,264,7127
ACK,1745182885.3978565,260,7127
SENT,1745182885.398054,265,7135
SENT,1745182885.4665995,266,7135
ACK,1745182885.468686,261,7135
SENT,1745182885.4689128,267,7470
SENT,1745182885.5345132,268,7470
ACK,1745182885.768995,262,7470
ACK,1745182885.769027,263,8938
SENT,1745182885.7694213,269,8938
SENT,1745182885.769426,270,8938
ACK,1745182885.7988212,264,8938
ACK,1745182885.7988515,265,9087
SENT,1745182885.7991066,271,9087
SENT,1745182885.8527577,272,9087
SENT,1745182885.8527622,273,9087
ACK,1745182885.8687193,266,9087
SENT,1745182885.868929,274,9437
ACK,1745182885.8706439,267,9437
SENT,1745182885.8708339,275,9447
SENT,1745182885.9223483,276,9447
ACK,1745182885.936747,268,9447
SENT,1745182885.9369507,277,9778
ACK,1745182886.1720488,269,9778
ACK,1745182886.1720812,270,10959
SENT,1745182886.1725974,278,10959
SENT,1745182886.1726024,279,10959
SENT,1745182886.1726055,280,10959
ACK,1745182886.2013483,271,10959
SENT,1745182886.2016327,281,11105
SENT,1745182886.2462454,282,11105
ACK,1745182886.2552693,272,11105
ACK,1745182886.2553196,273,11373
SENT,1745182886.2556036,283,11373
ACK,1745182886.2710485,274,11373
SENT,1745182886.2712798,284,11451
ACK,1745182886.2725887,275,11451
SENT,1745182886.2727947,285,11458
SENT,1745182886.3152578,286,11458
SENT,1745182886.3152618,287,11458
ACK,1745182886.324633,276,11458
SENT,1745182886.3248408,288,11715
ACK,1745182886.3389924,277,11715
SENT,1745182886.3391817,289,11785
ACK,1745182886.574565,278,11785
ACK,1745182886.5746033,279,12916
ACK,1745182886.57462,280,12916
SENT,1745182886.5751781,290,12916
SENT,1745182886.5751832,291,12916
SENT,1745182886.5751863,292,12916
ACK,1745182886.6038454,281,12916
SENT,1745182886.604115,293,13052
SENT,1745182886.641749,294,13052
SENT,1745182886.6417537,295,13052
ACK,1745182886.6484144,282,13052
SENT,1745182886.6486988,296,13258
ACK,1745182886.6578894,283,13258
SENT,1745182886.6581056,297,13301
ACK,1745182886.67343,284,13301
ACK,1745182886.6734524,285,13372
SENT,1745182886.6736722,298,13373
SENT,1745182886.7111232,299,13373
SENT,1745182886.7111268,300,13373
ACK,1745182886.71777,286,13373
ACK,1745182886.7177935,287,13573
SENT,1745182886.7179854,301,13573
ACK,1745182886.727194,288,13573
SENT,1745182886.7273867,302,13616
ACK,1745182886.7414386,289,13616
SENT,1745182886.74169,303,13679
ACK,1745182886.9771361,290,13679
ACK,1745182886.9771695,291,14687
ACK,1745182886.977185,292,14687
SENT,1745182886.9778302,304,14687
SENT,1745182886.9778347,305,14687
SENT,1745182886.977838,306,14687
SENT,1745182886.9778407,307,14687
ACK,1745182887.006632,293,14687
SENT,1745182887.00711,308,14806
SENT,1745182887.0407429,309,14806
ACK,1745182887.0442429,294,14806
ACK,1745182887.0442686,295,14956
SENT,1745182887.0445087,310,14956
ACK,1745182887.0508583,296,14956
SENT,1745182887.0511398,311,14982
ACK,1745182887.060562,297,14982
SENT,1745182887.0608022,312,15020
ACK,1745182887.076023,298,15020
SENT,1745182887.0762274,313,15081
SENT,1745182887.1086476,314,15081
ACK,1745182887.1137075,299,15081
ACK,1745182887.113839,300,15225
SENT,1745182887.114038,315,15226
ACK,1745182887.1200576,301,15226
SENT,1745182887.1202679,316,15250
ACK,1745182887.1297102,302,15250
SENT,1745182887.1299722,317,15286
ACK,1745182887.1440544,303,15286
SENT,1745182887.144254,318,15340
SENT,1745182887.176852,319,15340
ACK,1745182887.3798685,304,15340
ACK,1745182887.3799043,305,16161
ACK,1745182887.3799217,306,16161
ACK,1745182887.3799365,307,16161
SENT,1745182887.3807018,320,16161
SENT,1745182887.3807065,321,16161
SENT,1745182887.3807094,322,16161
SENT,1745182887.3807125,323,16161
ACK,1745182887.4094858,308,16161
SENT,1745182887.4098237,324,16255
SENT,1745182887.4404206,325,16255
ACK,1745182887.4429803,309,16255
SENT,1745182887.4431903,326,16358
ACK,1745182887.4464555,310,16358
SENT,1745182887.4466796,327,16369
ACK,1745182887.4533834,311,16369
SENT,1745182887.4536,328,16390
ACK,1745182887.4629266,312,16390
SENT,1745182887.4631355,329,16419
ACK,1745182887.4783719,313,16419
SENT,1745182887.478592,330,16465
SENT,1745182887.5089939,331,16465
ACK,1745182887.5108926,314,16465
SENT,1745182887.5110936,332,16560
ACK,1745182887.5160992,315,16560
SENT,1745182887.5162988,333,16574
ACK,1745182887.5225399,316,16574
SENT,1745182887.522735,334,16593
ACK,1745182887.5321665,317,16593
SENT,1745182887.5323827,335,16620
ACK,1745182887.5465183,318,16620
SENT,1745182887.5467138,336,16660
SENT,1745182887.5760794,337,16660
ACK,1745182887.5791113,319,16660
SENT,1745182887.5793045,338,16750
ACK,1745182887.7825468,320,16750
ACK,1745182887.7825778,321,17242
ACK,1745182887.7825935,322,17242
ACK,1745182887.7826073,323,17242
SENT,1745182887.783252,339,17242
SENT,1745182887.783257,340,17242
SENT,1745182887.7832599,341,17242
SENT,1745182887.783263,342,17242
SENT,1745182887.8119066,343,17242
ACK,1745182887.8121665,324,17242
SENT,1745182887.812388,344,17304
SENT,1745182887.840879,345,17304
ACK,1745182887.8426807,325,17304
SENT,1745182887.8428988,346,17365
ACK,1745182887.8450618,326,17365
SENT,1745182887.8452554,347,17370
ACK,1745182887.8488393,327,17370
SENT,1745182887.8490367,348,17377
ACK,1745182887.8557274,328,17377
SENT,1745182887.8559234,349,17391
ACK,1745182887.8651567,329,17391
SENT,1745182887.8653514,350,17409
ACK,1745182887.880646,330,17409
SENT,1745182887.880848,351,17438
SENT,1745182887.9093566,352,17438
ACK,1745182887.911018,331,17438
SENT,1745182887.91122,353,17492
ACK,1745182887.912825,332,17492
SENT,1745182887.9130142,354,17496
ACK,1745182887.9180994,333,17496
SENT,1745182887.9183042,355,17505
ACK,1745182887.9246495,334,17505
SENT,1745182887.9248435,356,17516
ACK,1745182887.9341195,335,17516
SENT,1745182887.934316,357,17532
ACK,1745182887.9489837,336,17532
SENT,1745182887.9491818,358,17557
SENT,1745182887.97763,359,17557
ACK,1745182887.9782705,337,17557
SENT,1745182887.9785147,360,17604
ACK,1745182887.9812462,338,17604
SENT,1745182887.9814487,361,17609
ACK,1745182888.1850467,339,17609
ACK,1745182888.1850793,340,17862
ACK,1745182888.185096,341,17862
ACK,1745182888.1851103,342,17862
SENT,1745182888.1857886,362,17862
SENT,1745182888.1857932,363,17862
SENT,1745182888.185796,364,17862
SENT,1745182888.185799,365,17862
SENT,1745182888.2134192,366,17862
ACK,1745182888.2144125,343,17862
ACK,1745182888.2144358,344,17888
SENT,1745182888.2146854,367,17888
SENT,1745182888.2422783,368,17888
ACK,1745182888.2432082,345,17888
SENT,1745182888.2434232,369,17911
ACK,1745182888.244774,346,17911
SENT,1745182888.2449794,370,17912
ACK,1745182888.2469976,347,17912
SENT,1745182888.2471945,371,17913
ACK,1745182888.250952,348,17913
SENT,1745182888.2511566,372,17916
ACK,1745182888.2581666,349,17916
SENT,1745182888.258375,373,17921
ACK,1745182888.2674332,350,17921
SENT,1745182888.2677174,374,17928
ACK,1745182888.2827857,351,17928
SENT,1745182888.2829843,375,17938
ACK,1745182888.311416,352,17938
SENT,1745182888.311797,376,17954
ACK,1745182888.3129568,353,17954
SENT,1745182888.313148,377,17955
ACK,1745182888.3147109,354,17955
SENT,1745182888.3148968,378,17956
ACK,1745182888.3203363,355,17956
SENT,1745182888.3205686,379,17959
ACK,1745182888.3271015,356,17959
SENT,1745182888.3273027,380,17962
ACK,1745182888.3363166,357,17962
SENT,1745182888.3365414,381,17967
ACK,1745182888.351375,358,17967
SENT,1745182888.3516884,382,17973
ACK,1745182888.3803349,359,17973
ACK,1745182888.380359,360,17984
SENT,1745182888.3806725,383,17984
ACK,1745182888.383211,361,17984
SENT,1745182888.3834083,384,17984
ACK,1745182888.5876946,362,17984
ACK,1745182888.5877311,363,17981
ACK,1745182888.5877478,364,17981
ACK,1745182888.5877633,365,17981
SENT,1745182888.5884254,385,17981
SENT,1745182888.5884304,386,17981
SENT,1745182888.5884337,387,17981
SENT,1745182888.5884368,388,17981
ACK,1745182888.6154394,366,17981
ACK,1745182888.615504,367,17971
SENT,1745182888.6158988,389,17971
SENT,1745182888.615903,390,17971
ACK,1745182888.6440918,368,17971
ACK,1745182888.6441183,369,17957
SENT,1745182888.6444302,391,17957
ACK,1745182888.6467466,370,17957
SENT,1745182888.6469514,392,17956
ACK,1745182888.649077,371,17956
SENT,1745182888.649277,393,17955
ACK,1745182888.6531518,372,17955
SENT,1745182888.653384,394,17953
ACK,1745182888.6606297,373,17953
SENT,1745182888.6608841,395,17948
ACK,1745182888.6698737,374,17948
SENT,1745182888.6701398,396,17943
ACK,1745182888.6851106,375,17943
SENT,1745182888.685389,397,17934
ACK,1745182888.713823,376,17934
ACK,1745182888.713846,377,17914
SENT,1745182888.7141361,398,17914
ACK,1745182888.7167342,378,17914
SENT,1745182888.7169657,399,17912
ACK,1745182888.7230048,379,17912
SENT,1745182888.7232666,400,17907
ACK,1745182888.729586,380,17907
SENT,1745182888.729852,401,17902
ACK,1745182888.7387815,381,17902
SENT,1745182888.739044,402,17895
ACK,1745182888.7540324,382,17895
SENT,1745182888.7542932,403,17882
ACK,1745182888.7828183,383,17882
SENT,1745182888.783322,404,17856
ACK,1745182888.7853837,384,17856
SENT,1745182888.785775,405,17853
ACK,1745182888.9907067,385,17853
ACK,1745182888.990748,386,17592
ACK,1745182888.9907687,387,17592
SENT,1745182888.9915338,406,17592
SENT,1745182888.9915392,407,17592
SENT,1745182888.9915428,408,17592
ACK,1745182888.9921656,388,17592
SENT,1745182888.9924242,409,17590
ACK,1745182889.0185275,389,17590
ACK,1745182889.0185614,390,17547
SENT,1745182889.0188775,410,17547
SENT,1745182889.0475783,411,17547
ACK,1745182889.0486095,391,17547
ACK,1745182889.0486372,392,17496
SENT,1745182889.0489013,412,17496
ACK,1745182889.0563016,393,17496
ACK,1745182889.0563326,394,17482
