goodput_mbit/s,throughput_mbit/s,loss_ratio_percent,rtt_avg_ms,rtt_median_ms
9.522611378385847,9.53213631366415,0.09984338276246474,203.66317328652445,205.6236049975268
9.51369380006312,9.524963242161157,0.11823374904517747,195.61991748258174,193.5792649965151
9.522839795324908,9.53077544682128,0.08318235128923802,202.9500804345812,205.3499070025282
9.516365195345697,9.52254796354192,0.06484656111466473,198.53406720885383,201.2493339934735
9.519956298141599,9.528094074271126,0.08532715259881285,201.4865315949886,204.1151849989546
9.521251761807859,9.530121396006852,0.09298839587538289,200.05969162086797,202.4344929959625
9.523666765703037,9.529938962932183,0.06573461966949513,198.78561663206915,201.0096390004037
9.511907051679644,9.52176651827177,0.1034655432772165,198.62211760623967,198.6108659984893
9.520058753821079,9.5291129534551,0.09493511755548756,203.16701275588622,204.7994439999456
9.509027357019425,9.521269907279688,0.12850003101676985,199.1495451696435,197.16478100235685
