goodput_mbit/s,throughput_mbit/s,loss_ratio_percent,rtt_avg_ms,rtt_median_ms
16.194977834834273,16.28798296485947,0.5709237448440629,114.01965809085883,103.6524910014122
16.956772254346884,17.03426666664596,0.4548515439862958,114.32224114126946,104.1026809980394
17.57970573578154,17.679512974518296,0.5644552774711865,120.87663071525473,114.17598400294074
16.469193302600356,16.525587871866968,0.34117502789402854,115.81361403822922,104.55020049994346
17.241770786846978,17.328593138895947,0.5009543052580598,115.09756692595332,105.379491498752
17.25890868890591,17.341354162773136,0.47534603766287586,114.7371130164723,105.2422390057472
17.240228537105356,17.3437667015796,0.5968953922527033,114.0834936843704,104.90803200082149
15.252884642544624,15.332453996204205,0.5188794667881023,109.64654793505807,102.5669920054497
15.56542324904026,15.665934144313608,0.6415081199227594,108.4959002635018,102.40069650171785
16.561658608186228,16.6470830652952,0.513068827512763,113.28459403246652,104.55176199320701
