goodput_mbit/s,throughput_mbit/s,loss_ratio_percent,rtt_avg_ms,rtt_median_ms
9.07170698020818,9.082509705441957,0.11885844679775338,120.43909586196712,116.2681170007999
9.077441812953126,9.08988299326068,0.13678701098459406,120.40761241596083,116.6515180011629
9.072172081956085,9.083983813316502,0.12994666741655037,120.74175224067567,117.0085079993441
9.078660597832231,9.090000725988885,0.1246724436208434,121.76260310793029,118.8306959993497
9.075028655688904,9.087662982640499,0.13894582561962376,120.86891326197508,116.59928200060669
9.091523487283373,9.103546029864553,0.13198297269145584,120.82447620031805,117.70854649967075
9.09261997310663,9.104915848114711,0.1349651244578157,121.02681329613858,117.15686250045104
9.081221252610849,9.093345201122476,0.13324629656720002,120.42366073277978,116.928438999821
9.089638168370572,9.10078312050985,0.12238003590136991,120.62914673577977,117.43498850046305
9.09700300570183,9.107408388332553,0.11417042001198628,120.82199332266391,117.19631150026541
