goodput_mbit/s,throughput_mbit/s,loss_ratio_percent,rtt_avg_ms,rtt_median_ms
7.593930306428152,7.605814836742451,0.15578439002462852,220.2917297683404,205.53161900170375
7.552960287969477,7.561120640246191,0.10745347074563101,218.93832729988787,205.0984489978873
7.185398115819014,7.191955660466274,0.09070712231893038,211.3284587471968,204.04786449944368
7.5429042242008935,7.549928633839538,0.09256766811528191,218.24650537160124,204.86626099955168
7.465558015394267,7.471014269498589,0.0725604853335209,217.93017698980208,204.8616699976264
7.415726769913247,7.421872770014975,0.08233747255876722,217.8311687463893,204.6616109983006
7.829251500472471,7.835302357762986,0.07675373610759743,228.01838202152766,210.0246609988971
7.795621518371511,7.7998299649949185,0.05348368015006572,226.46542980041775,208.84660899901058
7.682899965589094,7.690985044016975,0.10465243260255883,223.02087223270775,206.73595450352877
7.624699020359992,7.632509814537425,0.1018641718308928,220.84757117887872,205.7458820054307
