goodput_mbit/s,throughput_mbit/s,loss_ratio_percent,rtt_avg_ms,rtt_median_ms
4.289492030779805,4.2930809661437825,0.0835166894039544,104.12427643765005,103.0737269998098
3.6439977152201077,3.6511586223672357,0.1960456427479167,103.85096718349898,103.09625300010335
3.79401455639464,3.801255514513219,0.19040724417720156,103.335818233726,103.0148804998134
3.674778490605907,3.6821234688164264,0.1993953580784808,103.37469182592518,103.01681549981365
3.8454866663869347,3.85178711262411,0.16349065703630208,103.4108462428781,103.03001350007429
3.8441446911735118,3.8477327276612105,0.09316924507778813,103.2707455487486,103.0292209998151
3.4589248185337196,3.466378773716571,0.2149544769505987,103.25795698585493,103.019187999962
3.799220934426862,3.806736336667431,0.1973424213057488,103.26536296221533,103.03958550002785
3.8138701957370387,3.821119689214079,0.18964035888961456,103.4213078988814,103.0379079993508
3.7668987831738048,3.7743125262925243,0.19634497738778367,103.35093199707431,103.02633899982536
