goodput_mbit/s,throughput_mbit/s,loss_ratio_percent,rtt_avg_ms,rtt_median_ms
3.81176773790556,3.815469896142039,0.09655870959769952,103.19423878226635,102.99032400143909
3.9758732708777993,3.983288496905144,0.18607704524214955,103.33853176744687,103.00926799936855
3.7628063495159925,3.769964446476365,0.18979039710540788,103.32928773142451,103.011441999115
3.841762680523165,3.8453611351584036,0.09349768391417829,103.29548023819815,103.0319459969177
3.8887615953486834,3.8924512998907956,0.09470986022746528,103.2396703251695,103.0227150004066
3.567751666461895,3.575198677594546,0.20821510044576616,103.25640540610536,103.02007449899969
3.7281820068527582,3.7358683213024766,0.20566239568618674,103.443282640237,103.03329749876865
3.7665466630337336,3.773982389629551,0.1969446701966268,103.47586055653602,103.0199800006812
3.9861415734807513,3.9936319883490814,0.187477620180117,103.32085252371898,103.0050720000872
3.7515236779976795,3.758862499191349,0.19515913678361138,103.30020717340426,103.0288010006188
